15	n	max	cos	2	0.511069063387
10	n	max	cos	2	0.506149479659
5	n	max	cos	2	0.499716177862
5	v	max	jensen	8	0
5	v	max	jensen	4	0
5	v	max	jensen	2	0
5	v	man	jensen	8	0
5	v	man	jensen	4	0
5	v	man	jensen	2	0
5	v	jensen	jensen	8	0
5	v	jensen	jensen	4	0
5	v	jensen	jensen	2	0
5	v	euc	jensen	8	0
5	v	euc	jensen	4	0
5	v	euc	jensen	2	0
5	v	cos	jensen	8	0
5	v	cos	jensen	4	0
5	v	cos	jensen	2	0
5	n	max	jensen	8	0
5	n	max	jensen	4	0
5	n	max	jensen	2	0
5	n	man	jensen	8	0
5	n	man	jensen	4	0
5	n	man	jensen	2	0
5	n	jensen	jensen	8	0
5	n	jensen	jensen	4	0
5	n	jensen	jensen	2	0
5	n	euc	jensen	8	0
5	n	euc	jensen	4	0
5	n	euc	jensen	2	0
5	n	cos	jensen	8	0
5	n	cos	jensen	4	0
5	n	cos	jensen	2	0
5	all	max	jensen	8	0
5	all	max	jensen	4	0
5	all	max	jensen	2	0
5	all	max	jensen	16	0
5	all	man	jensen	8	0
5	all	man	jensen	4	0
5	all	man	jensen	2	0
5	all	man	jensen	16	0
5	all	jensen	jensen	8	0
5	all	jensen	jensen	4	0
5	all	jensen	jensen	2	0
5	all	jensen	jensen	16	0
5	all	euc	jensen	8	0
5	all	euc	jensen	4	0
5	all	euc	jensen	2	0
5	all	euc	jensen	16	0
5	all	cos	jensen	8	0
5	all	cos	jensen	4	0
5	all	cos	jensen	2	0
5	all	cos	jensen	16	0
15	v	max	jensen	8	0
15	v	max	jensen	4	0
15	v	max	jensen	2	0
15	v	man	jensen	8	0
15	v	man	jensen	4	0
15	v	man	jensen	2	0
15	v	jensen	jensen	8	0
15	v	jensen	jensen	4	0
15	v	jensen	jensen	2	0
15	v	euc	jensen	8	0
15	v	euc	jensen	4	0
15	v	euc	jensen	2	0
15	v	cos	jensen	8	0
15	v	cos	jensen	4	0
15	v	cos	jensen	2	0
15	n	max	jensen	8	0
15	n	max	jensen	4	0
15	n	max	jensen	2	0
15	n	man	jensen	8	0
15	n	man	jensen	4	0
15	n	man	jensen	2	0
15	n	jensen	jensen	8	0
15	n	jensen	jensen	4	0
15	n	jensen	jensen	2	0
15	n	euc	jensen	8	0
15	n	euc	jensen	4	0
15	n	euc	jensen	2	0
15	n	cos	jensen	8	0
15	n	cos	jensen	4	0
15	n	cos	jensen	2	0
15	all	max	jensen	8	0
15	all	max	jensen	4	0
15	all	max	jensen	2	0
15	all	max	jensen	16	0
15	all	man	jensen	8	0
15	all	man	jensen	4	0
15	all	man	jensen	2	0
15	all	man	jensen	16	0
15	all	jensen	jensen	8	0
15	all	jensen	jensen	4	0
15	all	jensen	jensen	2	0
15	all	jensen	jensen	16	0
15	all	euc	jensen	8	0
15	all	euc	jensen	4	0
15	all	euc	jensen	2	0
15	all	euc	jensen	16	0
15	all	cos	jensen	8	0
15	all	cos	jensen	4	0
15	all	cos	jensen	2	0
15	all	cos	jensen	16	0
10	v	max	jensen	8	0
10	v	max	jensen	4	0
10	v	max	jensen	2	0
10	v	man	jensen	8	0
10	v	man	jensen	4	0
10	v	man	jensen	2	0
10	v	jensen	jensen	8	0
10	v	jensen	jensen	4	0
10	v	jensen	jensen	2	0
10	v	euc	jensen	8	0
10	v	euc	jensen	4	0
10	v	euc	jensen	2	0
10	v	cos	jensen	8	0
10	v	cos	jensen	4	0
10	v	cos	jensen	2	0
10	n	max	jensen	8	0
10	n	max	jensen	4	0
10	n	max	jensen	2	0
10	n	man	jensen	8	0
10	n	man	jensen	4	0
10	n	man	jensen	2	0
10	n	jensen	jensen	8	0
10	n	jensen	jensen	4	0
10	n	jensen	jensen	2	0
10	n	euc	jensen	8	0
10	n	euc	jensen	4	0
10	n	euc	jensen	2	0
10	n	cos	jensen	8	0
10	n	cos	jensen	4	0
10	n	cos	jensen	2	0
10	all	max	jensen	8	0
10	all	max	jensen	4	0
10	all	max	jensen	2	0
10	all	max	jensen	16	0
10	all	man	jensen	8	0
10	all	man	jensen	4	0
10	all	man	jensen	2	0
10	all	man	jensen	16	0
10	all	jensen	jensen	8	0
10	all	jensen	jensen	4	0
10	all	jensen	jensen	2	0
10	all	jensen	jensen	16	0
10	all	euc	jensen	8	0
10	all	euc	jensen	4	0
10	all	euc	jensen	2	0
10	all	euc	jensen	16	0
10	all	cos	jensen	8	0
10	all	cos	jensen	4	0
10	all	cos	jensen	2	0
10	all	cos	jensen	16	0
